,title,videoId
313,묘지 보이는 아파트? ‘광교상현 꿈에그린’ 가보니,TWiEKkkjmlE
314,"서울시, ‘반전세’거래량·가격 공개한다",Ccv8yYacsH8
315,[부동산 진품명품] 성남시 분당구 판교동 아파트 매매(부동산중개8-27),GHOBQ9R4qqE
316,서울 신혼부부 64％ 전세 거주…전세가 1억∼2억,YUfPWw_TfSU
317,"대치동 선경 1, 2차 아파트 미래가격 예측",jy3GQkcl4D4
318,개포동 현대1차아파트 미래가격 예측,sCHJvM81sIY
319,[14/08/29 정오뉴스] '최경환 효과' 8월 아파트 거래량 늘어…5년 만에 최고치,Gg8qfB9YaC8
320,[이슈&뉴스] 부동산 과열 양상…무리한 투자 ‘위험’,GNRLKX2mQ_Y
321,서울 전세 평균 7천500만 원 뛰어…전세난 내년까지 지속 전망,K35fto7bWbg
322,개포동 개포주공6단지 아파트 미래가격 예측,F9FxCCNe11U
323,서울 떠나는 전세난민 늘어난다,TIsIxwNSDgQ
324,애물단지 '중대형 아파트'...분양가 인하 공세,IHEAEA9CJ8I
325,전국 아파트 전셋값 금융위기 이후 60%↑ / YTN,vKh6h_qOa0s
326,올해 아파트 매매가격 상승률 5.06%…지난해 두배 넘어,A6-3Twn6EZk
327,"제2롯데 근처 주민들, 부동산 퇴출 요구 '파문' / YTN",_XAacKREJLw
328,"[시장을 읽는 남자] 아파트 분양, 통계없는 미계약에 주의하라",3pqkM6LiTbE
329,"장관들, 산하기관 서울 사무실 공짜 사용 / YTN",g2z53NxCm78
330,압구정동 현대8차 아파트 미래가격 예측,czx04R8CcBg
331,[tbsTV]예민수의 시시각각/전세난 노린 갭투자 기승,1VnXAMWuiaY
332,"[뉴스 인사이드-현장] 아파트 분양가의 비밀 (2015.02.01,일)",PqBCeusT9kI
333,9·1 대책 두 달...매매 '주춤'·전세 '불안' / YTN,EOGfkrj3k8Q
334,도곡동 삼성래미안 아파트 미래가격 예측,tui9hOnUUjw
335,개포동 대청 아파트 미래가격 예측,_X3CkdI5m4w
336,'부동산 3법' 통과...서울 재건축아파트 '들썩' / YTN,jpH98sqKR6o
337,"[tbsTV]예민수의 시시각각/미분양 아파트 증가, 대책은?",U78BBbSf5JQ
338,[부동산 종합상담] 인구가 감소하면 부동산 가격이 떨어질까? (박찬웅 더원솔루션),c0r6M8T-S9s
339,[서울] 서울 쓰레기봉투 가격 2017년까지 36∼56% 인상 / YTN,9dcFsvaywgc
340,"전국 아파트값 12주 연속 상승...가을 부동산 시장 전망은? [김인만, 부동산 컨설턴트] / YTN",GTt67VKJPAY
341,서울 아파트 평균 매매가 2년 만에 5억 돌파_채널A_뉴스TOP10,wC46btyTmj0
342,논현동 동부센트레빌 아파트 미래가격 예측,L5ZTfB35UAA
343,역삼동 개나리 SK뷰 아파트 미래가격 예측,rmnJkwJOQtg
344,“집값 지금 ‘사상최고’… 금융위기이후 가장 비싸”,8KqUT5WDSjM
345,[15/07/27 정오뉴스] 전세가격 76개월째 상승,ojKAI_ToQWU
346,땅굴-서울 동작구 땅굴 징후(02)대방동 공군 지휘관 아파트 3개동으로 향하다-복진국 공군 박근혜 이완구,7w10R4wxG80
347,집값 계속 오르는데…사야 하나 말아야 하나?,35AEyEasN7c
348,아파트분양권·오피스텔 실거래가 17일부터 공개,E1pqJadXUR4
349,서울 신혼부부 64％ 전세 거주...전세가격 평균 1억4천만 원,Ope9iBWa5y4
350,도곡동 래미안 도곡카운티 아파트 미래가격 예측,XygoIn3mQKk
351,"돈되는 아파트 골라내는법, 윤용태교수 강의(2강 1부)",KNBBhhLfJeE
352,‘착한 분양가’ 용인 한숲시티 미분양 속출,HJmJHBCzJv4
353,아파트 매매·전세가격 상승폭 동반 확대,WxECofYLSOI
354,주택 거래량 반등...서울 강남이 주도 / YTN,O02mstcebkQ
355,"개포·대치 재건축, 보름새 3천만 원 '껑충'",zuWDfjEaDos
356,"""수십대 일이라더니""…못 믿을 아파트 청약 경쟁률",aJrXwy3zh8s
357,아파트의 경매 경쟁률 역대 최고 / YTN,9rLAoO0QJwE
358,부동산시장 '큰손' 유입…초고가 주택도 활기,p8wZogV54Vo
359,충주MBC 150622 조합원 아파트 싼 만큼 유의,LZU-wr_TpXo
360,[tbsTV]예민수의 시시각각/ 전세시장 현황 및 대책 외국인 토지매입,aV2krfVmaTs
361,중고차 피해 상담 중 ‘성능 불만’이 절반,kZK9O9r1-es
362,[KCR News 1202] 오클랜드 도심 아파트 가격 오르고 있어,zi_JoR0XMb4
363,[투데이포커스] 집값 부풀리기 ‘업계약’ 기승,reOaQUFVyns
364,[tbsTV]예민수의 시시각각_서울 이코노미/제5차 도시계획위원회 개최 결과/봄 분양 시장,dQG8fetaoUo
365,역삼동 래미안 펜타빌 아파트 미래가격 예측,eAdsxiIROCU
366,전국 민간아파트 3.3㎡당 분양가 828만 9천 원 / YTN,DVXQMe0f7UU
367,[부동산 경제강의] 강남 재건축 숨은 보석! 개포경남 APT 2020년~2050년 미래가치 분석,YXOx5vYA_C0
368,"""강북아파트 전세값도 3.3㎡당 천만 원 넘었다"" / YTN",XCmBTe6xhMU
369,도곡동 삼성래미안 아파트 미래가격 예측,tui9hOnUUjw
370,아파트 면적 잘못 소개받고 비싸게 샀다면... / YTN,hDC9BNo9Xgk
371,'부동산 3법' 통과...서울 재건축아파트 '들썩' / YTN,jpH98sqKR6o
372,"집값 바닥쳤나...상승세 언제까지? [정태희, 부동산써브 팀장] / YTN",bGJ5T8pia_A
373,[tbstv]수도권 부동산 전망,PEjsMpOkL1M
374,조망권이 수십억?…아파트 프리미엄 전성시대,pauIum0Pg7M
375,"전세값 걱정 뚝...LH, 공공임대주택 대량 공급",cBMAPVlEMkI
376,[21c 한국경제 특강] 한국 주택가격 선진 34개국 중에서 가장 저평가 되어 있다,MkvnLeeYB9Q
377,[tbstv] 서울인포그래픽 – 서울 신혼부부의 주거실태는?,7NEr01O-Mxg
378,"서울 반값 수수료...""큰 효과 없을 것"" / YTN",XpIVtkjSmTg
379,[투데이 포커스]봄바람 부는 부동산시장 진단,g1U9h2EITJ0
380,서울 재건축 아파트 오름폭 확대… 전세는 둔화,yuOcJpk3mKw
381,"""집단대출 심사, 시장에 '찬물' 우려"" / YTN",Al7f68IiLyA
382,"갈현동신축빌라,은평구빌라,마포구빌라,양평동신축아파트,북가좌동빌라",GgZrsovV07s
383,상반기 수도권 경매아파트 ‘광명시’ 최고 인기,Pbd7rJbLxE8
384,"“성탄절 연휴 고속도로, 오전 정체 가장 심해”",Xe8bSyWgAi8
385,"""서울 아파트 전세, 최저임금 모으면 22년"" / YTN",lkqvYu1gFWc
386,강남구 압구정동 한양5차 2020년~2050년 미래 가격 예측,zoyQEPMLbCM
387,[HIT] 명견만리 - 물가 상승률 만큼 아파트에 대한 기대감이 충족된다면?.20150618,NIqojQabprI
388,개포동 우성3차 아파트 미래가격 예측,U4grNh4pHjQ
389,[경제] 치솟는 분양가…부산 아파트 한 채에 67억 '훌쩍' (SBS8뉴스|2015.10.11),WZVMlwW1ksQ
390,[부동산 진품명품] 구로구 구로동 아파트 분양 평가분석(부동산중개3-22),Rm1M85NrNlk
391,"SBS 스페셜 [아파트, 혼란의 시장 ] - 4일(일) 예고",4h22fBQDvOU
392,"폭언 논란 서울시향 박현정 대표, 기자회견 도중 '버럭'",aNAp2Rg2hJw
393,"청약경쟁률의 허상 , 아파트 투자의 ""절대기준""은 아니다! -RTN부동산방송",drYk7FcnEIY
394,부산 해운대 68억 원 아파트 68.5대 1 경쟁률 기록 / YTN,OchXkhIjlcA
395,서울지역 반전세 거래 4년만에 4배 급증,0STXE3mzX1U
396,[대구MBC뉴스] 아파트 거래량 감소,NrTJ9zoCa8Y
397,"[뉴스투데이]원도심 뜬다, 아파트 공급 봇물-R (151019월)",zzO9qwXBVV0
398,월세가격상승,v4shuOQk7kI
399,"부동산 3법 합의...""늦었지만 다행...효과는 제한적"" / YTN",Hn52tDUbBvU
400,"뉴스타파 - 부동산 규제 완화, 재벌과 강남만 웃는다(2014.3.4)",URpHwt4CF9g
401,서울숲 벨라듀 홍보동영상 문의 02-6212-0396,NQWbn7iFVpE
402,"[안동MBC뉴스]""경북 아파트 가격 조정 조짐 보여",m5YVaX4ciuw
403,뉴스타파 - ‘서울시민 인권헌장' 공청회 영상회의록(2014.11.21),m6TDs42j5Qo
404,광주 아파트 시가총액 42조2천15억 원,5RqNgCQuVSA
405,[KCR News0918] 오클랜드 시내 아파트 가격 빠르게 오르고 있어,lcfEdNSVnpo
406,양주 옥정지구 대우푸르지오 아파트 분양,_PWBVlaabwo
407,"부동산 3법 합의…""늦었지만 다행, 제한적 효과"" / YTN",aE4-gbKipbo
408,[tbs tv]아파트에 담긴 울고 웃는 인생,bjg0a3eQSGA
409,서울서 밀려났는데 수도권마저…'전세 대란',yGBfksdUdRw
410,전국 아파트 매매가 상승폭 1년 5개월만에 최고,U07Lolw8h58
411,[NSPTV] 살림살이 나아지는 ‘경남 아파트 인테리어 박람회’,1uIY7xbkqjc
412,[뉴스투데이]거품은 없지 않나?,WBM9MYxumxc
413,"“가계부채대책, 아파트시장 영향은 제한적”",Q2vBc6xGk2g
414,아파트 시가총액 2천조원 시대 열렸다…166조 증가,6dqREIKLCXs
415,"서울 일반 아파트값 상승 폭, 재건축 앞질러 / YTN",3l6kd1JCyqE
416,[매수인을 찾습니다] 분당구 판교동 아파트 매매(8-24),gMVxrMvaAYw
417,[서울 부동산 세미나] 재건축 선도지역 시장전망과 공인중개사의 대처방안,PBBHcaY1q4k
418,강남 수서동 삼익아파트 미래가치 분석,dA9BCiQxmtQ
419,다시 늘어난 아파트 미분양…부동산 열기 냉각?,ewFNzZaW-uQ
420,[뉴스투데이]중대형 꿈틀...천만원대로,1Wo0c7kko7o
421,분양 열기...아파트 구조 경쟁도 가열 / YTN,0shU9KVQfz8
422,착한 분양가 내세운 용인한숲시티 미계약 66%,A2RWso6oV_Q
423,서울서도 아파트 전세가가 매매가 추월 / YTN,1Doj9BdH8HU
424,"[포항MBC뉴스]91회- 아파트가격폭등, 문제없나? (2015. 5. 15 방송)",-3axc5QRous
425,"뉴스타파 - 살 곳이 없다...""민란 없는 게 이상""(2015.9.3)",z_lvYHYHwus
426,[투데이 포커스] 위례·강남·광명 공공택지분양권 쏟아진다,QoZHDIs1lAc
427,[뉴스투데이]광주 주택 공시가격 크게 올라,-_EZ3nwJTCU
428,20141107_SEN 부동산 플러스_499회,rP6xO0RPgU8
429,전국 공동주택 공시가격 3.1% 상승,b5XAfleBaZ0
430,연립·다세대 전월세 증가...월세 비중 확대 / YTN,CPydTbDa7GA
431,[경제] 새 아파트 90%는 중소형…실거주 수요 뚜렷 (SBS8뉴스|2015.10.18),qAAjRwdafNo
432,저층 고급아파트 노려 11억 털어,45BcyExmxg0
433,전국 월세 최고가 아파트는 잠실 푸르지오 월드마크,5LV93-ZdJ-I
434,3.3㎡ 전셋값 천만 원 초과 지역 속출 / YTN,TsQ4bQ1p-es
435,20150319_부동산 올인원_94회,JAEhGwj7CAo
436,20140718 부동산 클리닉 172회 실전 투자가이드,EculeyAawto
437,아파트 분양권 실거래가 신고 위반 34건 적발,opKqo5wcLj8
438,개포동 대치2단지 아파트 미래가격 예측,EZ4TU0HTEgU
439,[부동산 진품명품] 송파구 송파동 다세대주택 매매 평가분석(부동산중개7-17),16ZoFgYw8Yw
440,수도권 아파트 가격 하락...부동산 법안 '변수' / YTN,vlqer84YjBY
441,좋은 재건축 아파트를 고르는 방법! [알맹이] 7회 20150901,UrnsRO43nJc
442,[tbsTV]예민수의 시시각각/2015년 부동산 주요 이슈,B6q2U_sSplQ
443,[서울] 서울시 '부동산 정보광장' 반전세 가격·거래량 반영 / YTN,5ux79HScpvA
444,전국 아파트매매·전세가격 상승폭 확대,Y-L3xcjv4HQ
445,20140218 부동산 클리닉 73회 One Point 투자클리닉,fIx31s8tgmk
446,20150918_부동산 올인원_221회,9WNWgwkAzO0
447,20150703_부동산 이슈N투자_104회,DwUEG6E6Y48
448,도곡동 도곡렉슬 2020~2050년 미래가격 예측,2TY9OuSBz6M
449,수도권 아파트 가격 하락...부동산 법안 '변수' / YTN,VH5I0kiUc-U
450,"[삼성물산] 청담 두산, 그린 리모델링으로 래미안 로이뷰로 다시 태어나다.",ubUoSkD_Xl4
451,[tbstv]서울 전세가격 꾸준히 오름세,LT-PzX3YwrA
452,수도권 아파트 가격 하락...부동산 법안 '변수' / YTN,1TJXnfY4FVg
453,워 룸,U3VdnWNpEy4
